mes_sol;año_sol;desc_cnae;empresa_municipio;localidades_centro_trab;desc_sector;total_trab_sus;trab_hombres_sus;trab_mujeres_sus
11;2024;Establecimientos de bebidas;Albal;Albal;SERVICIOS;1;0;1
11;2024;Fabricación de carpintería metálica;Algemesí;Algemesí;INDUSTRIA;24;21;3
11;2024;Mantenimiento y reparación de vehículos de motor;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Otras actividades postales y de correos;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Transporte de mercancías por carretera;San Antonio de Benagéber;Polígono Industrial Este;SERVICIOS;2;2;0
11;2024;Restaurantes y puestos de comidas;Valencia;Pinedo;SERVICIOS;0;0;0
11;2024;Peluquería y otros tratamientos de belleza;Chirivella;Chirivella;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Chiva;Chiva;SERVICIOS;10;6;4
11;2024;Educación cultural;Catarroja;Catarroja;SERVICIOS;22;15;7
11;2024;Fabricación de maquinaria para las industrias del plástico y del caucho;Catarroja;Catarroja;INDUSTRIA;0;0;0
11;2024;Actividades auxiliares a la educación;Xàtiva;Alfafar;SERVICIOS;6;2;4
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Benetússer;Benetússer;SERVICIOS;3;0;3
11;2024;Otro procesado y conservación de frutas y hortalizas;Algemesí;Algemesí;INDUSTRIA;7;3;4
11;2024;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;Silla;Silla;SERVICIOS;17;5;12
11;2024;Establecimientos de bebidas;Paiporta;Paiporta;SERVICIOS;7;1;6
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Alcàsser;Alcàsser;SERVICIOS;1;0;1
11;2024;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;Silla;Silla;SERVICIOS;17;1;16
11;2024;Fabricación de otra maquinaria para usos específicos n.c.o.p.;Paiporta;Paiporta;INDUSTRIA;5;1;4
11;2024;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;Silla;Silla;SERVICIOS;15;0;15
11;2024;Construcción de edificios no residenciales;Catarroja;Catarroja;CONSTRUCIÓN;2;2;0
11;2024;Fabricación de otros muebles;Beniparrell;Beniparrell;INDUSTRIA;1;1;0
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Valencia;Valencia;SERVICIOS;2;1;1
11;2024;Fabricación de lámparas y aparatos eléctricos de iluminación;Sedaví;Sedaví;INDUSTRIA;2;2;0
11;2024;Otras actividades recreativas y de entretenimiento;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;12;9;3
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;4;1;3
11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Alfafar;Alfafar;SERVICIOS;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Otras actividades de limpieza;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;5;1;4
11;2024;Actividades de las escuelas de conducción y pilotaje;Catarroja;Catarroja;SERVICIOS;3;1;2
11;2024;Comercio al por menor de textiles en establecimientos especializados;Albal;Albal;SERVICIOS;1;1;0
11;2024;Mantenimiento y reparación de vehículos de motor;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;0;0;0
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;0;0;0
11;2024;Peluquería y otros tratamientos de belleza;Sedaví;Sedaví;SERVICIOS;2;1;1
11;2024;Actividades de juegos de azar y apuestas;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Fabricación de otros muebles;Beniparrell;Beniparrell;INDUSTRIA;3;3;0
11;2024;Transporte de mercancías por carretera;Meliana;Aldaya;SERVICIOS;3;3;0
11;2024;Otras actividades sanitarias;Alfafar;Alfafar;SERVICIOS;5;2;3
11;2024;Comercio al por menor de libros en establecimientos especializados;Alaquàs;Alaquàs;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Educación cultural;Paiporta;Paiporta;SERVICIOS;28;16;12
11;2024;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;Alcàsser;"Aldaya; Alfafar";SERVICIOS;6;0;6
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Algemesí;Algemesí;SERVICIOS;2;2;0
11;2024;Actividades de agentes y corredores de seguros;Paiporta;Paiporta;SERVICIOS;6;2;4
11;2024;Comercio al por mayor de otros artículos de uso doméstico;Valencia;Catarroja;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;2;0;2
11;2024;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Alfafar;Alfafar;SERVICIOS;3;0;3
11;2024;Otro comercio al por menor de productos alimenticios en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;2;0;2
11;2024;Actividades odontológicas;Paiporta;Paiporta;SERVICIOS;2;0;2
11;2024;Corte, tallado y acabado de la piedra;Algemesí;Algemesí;INDUSTRIA;6;6;0
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;2;1;1
11;2024;Restaurantes y puestos de comidas;Alfafar;Valencia;SERVICIOS;3;2;1
11;2024;Mantenimiento y reparación de vehículos de motor;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Actividades de medicina especializada;Paiporta;Paiporta;SERVICIOS;1;0;1
11;2024;Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;6;5;1
11;2024;Educación deportiva y recreativa;Aldaya;Aldaya;SERVICIOS;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Fabricación de otros muebles;Algemesí;Algemesí;INDUSTRIA;29;19;10
11;2024;Alquiler de maquinaria y equipo para la construcción e ingeniería civil;Paiporta;Paiporta;SERVICIOS;8;7;1
11;2024;Peluquería y otros tratamientos de belleza;Alcúdia, l';Alcúdia (L');SERVICIOS;1;0;1
11;2024;Alquiler de automóviles y vehículos de motor ligeros;Silla;Beniparrell;SERVICIOS;2;0;2
11;2024;Fabricación de muebles de cocina;Torrent;Torrent;INDUSTRIA;2;2;0
11;2024;Limpieza general de edificios;Paterna;Paterna;SERVICIOS;1;0;1
11;2024;Venta de automóviles y vehículos de motor ligeros;Valencia;Sedaví;SERVICIOS;4;1;3
11;2024;Otras actividades postales y de correos;Paiporta;Paiporta;SERVICIOS;2;1;1
11;2024;Servicios técnicos de arquitectura;Algemesí;Algemesí;SERVICIOS;0;0;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Mantenimiento y reparación de vehículos de motor;Guadassuar;Guadassuar;SERVICIOS;1;1;0
11;2024;Fabricación de carrocerías para vehículos de motor, fabricación de remolques y semirremolques;Alginet;Alginet;INDUSTRIA;81;72;9
11;2024;Limpieza general de edificios;Astigarraga;Alfafar;SERVICIOS;4;0;4
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Catarroja;Catarroja;SERVICIOS;2;2;0
11;2024;Fabricación de carpintería metálica;Benetússer;Benetússer;INDUSTRIA;2;1;1
11;2024;Actividades odontológicas;Massanassa;Massanassa;SERVICIOS;4;0;4
11;2024;Otras actividades de consultoría de gestión empresarial;Alginet;Alginet;SERVICIOS;1;1;0
11;2024;Revestimiento de suelos y paredes;Catarroja;Catarroja;CONSTRUCIÓN;5;5;0
11;2024;Fabricación de otros productos metálicos n.c.o.p.;Aldaya;Aldaya;INDUSTRIA;5;0;5
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;8;4;4
11;2024;Comercio al por menor de bebidas en establecimientos especializados;Godelleta;Godelleta;SERVICIOS;16;14;2
11;2024;Otras actividades sanitarias;Sedaví;Sedaví;SERVICIOS;3;1;2
11;2024;Aserrado y cepillado de la madera;Beniparrell;Beniparrell;INDUSTRIA;5;5;0
11;2024;Actividades odontológicas;Alzira;Alzira;SERVICIOS;12;0;12
11;2024;Destilación, rectificación y mezcla de bebidas alcohólicas;Benetússer;Benetússer;INDUSTRIA;0;0;0
11;2024;Establecimientos de bebidas;Moncada;Aldaya;SERVICIOS;2;1;1
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;3;1;2
11;2024;Actividades de las escuelas de conducción y pilotaje;Torrent;Torrent;SERVICIOS;4;1;3
11;2024;Peluquería y otros tratamientos de belleza;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Educación cultural;Valencia;Valencia;SERVICIOS;2;0;2
11;2024;Otras actividades sanitarias;Sedaví;Sedaví;SERVICIOS;3;1;2
11;2024;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Mantenimiento y reparación de vehículos de motor;Sedaví;Sedaví;SERVICIOS;2;2;0
11;2024;Comercio al por menor de bebidas en establecimientos especializados;Godelleta;Godelleta;SERVICIOS;56;10;46
11;2024;Fabricación de otros productos textiles de uso técnico e industrial;Algemesí;Algemesí;INDUSTRIA;9;0;9
11;2024;Justicia;Alfafar;Alfafar;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Albal;Albal;SERVICIOS;30;18;12
11;2024;Fabricación de instrumentos y suministros médicos y odontológicos;Llocnou de la Corona;Llocnou De La Corona;INDUSTRIA;2;0;2
11;2024;Elaboración de otros productos alimenticios n.c.o.p.;Paiporta;Paiporta;INDUSTRIA;10;3;7
11;2024;Otras actividades sanitarias;Algemesí;Algemesí;SERVICIOS;4;0;4
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Paiporta;Paiporta;SERVICIOS;3;0;3
11;2024;Actividades de agentes y corredores de seguros;Massanassa;Massanassa;SERVICIOS;2;1;1
11;2024;Restaurantes y puestos de comidas;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;4;4;0
11;2024;Establecimientos de bebidas;Sedaví;Sedaví;SERVICIOS;2;0;2
11;2024;Corte, tallado y acabado de la piedra;Paiporta;Paiporta;INDUSTRIA;14;11;3
11;2024;Fabricación de otros productos de plástico;Albal;Albal;INDUSTRIA;22;15;7
11;2024;Otras industrias manufactureras n.c.o.p.;Albal;Albal;INDUSTRIA;8;8;0
11;2024;Restaurantes y puestos de comidas;Valencia;Palmar (El);SERVICIOS;4;0;4
11;2024;Mantenimiento y reparación de vehículos de motor;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;2;2;0
11;2024;Reparación de maquinaria;Paiporta;Paiporta;INDUSTRIA;1;1;0
11;2024;Fabricación de artículos de cuchillería y cubertería;Paiporta;Paiporta;INDUSTRIA;9;6;3
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Algemesí;Algemesí;SERVICIOS;2;2;0
11;2024;Restaurantes y puestos de comidas;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Mantenimiento y reparación de vehículos de motor;Paiporta;Paiporta;SERVICIOS;1;1;0
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Algemesí;Algemesí;SERVICIOS;2;2;0
11;2024;Actividades de juegos de azar y apuestas;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;0;0;0
11;2024;Mantenimiento y reparación de vehículos de motor;Algemesí;Algemesí;SERVICIOS;6;5;1
11;2024;Fabricación de productos básicos de hierro, acero y ferroaleaciones;Albal;Albal;INDUSTRIA;14;13;1
11;2024;Fabricación de carpintería metálica;Alcúdia, l';Alcúdia (L');INDUSTRIA;93;85;8
11;2024;Peluquería y otros tratamientos de belleza;Torrent;Torrent;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Valencia;Castellar-Oliveral;SERVICIOS;2;0;2
11;2024;Alquiler de bienes inmobiliarios por cuenta propia;Aldaya;Chiva;SERVICIOS;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Comercio al por mayor de repuestos y accesorios de vehículos de motor;Sedaví;Sedaví;SERVICIOS;4;4;0
11;2024;Peluquería y otros tratamientos de belleza;Valencia;Castellar-Oliveral;SERVICIOS;0;0;0
11;2024;Otros servicios de comidas;Benetússer;Benetússer;SERVICIOS;2;1;1
11;2024;Impresión de periódicos;Alcúdia, l';Alcúdia (L');INDUSTRIA;1;1;0
11;2024;Actividades de juegos de azar y apuestas;Mislata;Aldaya;SERVICIOS;4;0;4
11;2024;Reparación de maquinaria;Valencia;Castellar-Oliveral;INDUSTRIA;2;1;1
11;2024;Aserrado y cepillado de la madera;Albal;Benetússer;INDUSTRIA;8;8;0
11;2024;Educación preprimaria;Catarroja;Catarroja;SERVICIOS;4;0;4
11;2024;Construcción de edificios residenciales;Algemesí;Algemesí;CONSTRUCIÓN;3;3;0
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;6;5;1
11;2024;Otras instalaciones en obras de construcción;Albal;Albal;CONSTRUCIÓN;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;8;1;7
11;2024;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;Alzira;"Algemesí; Alzira; Benetússer";SERVICIOS;5;0;5
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Comercio al por mayor de productos de perfumería y cosmética;Torrent;Torrent;SERVICIOS;2;1;1
11;2024;Lavado y limpieza de prendas textiles y de piel;Manises;Manises;SERVICIOS;7;7;0
11;2024;Comercio al por menor de productos farmacéuticos en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;9;0;9
11;2024;Comercio al por mayor de productos químicos;Silla;Silla;SERVICIOS;15;12;3
11;2024;Otro comercio al por menor en establecimientos no especializados;Elche;Valencia;SERVICIOS;3;2;1
11;2024;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;Valencia;Sedaví;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;1;0;1
11;2024;Fabricación de otros aceites y grasas;Almussafes;Almussafes;INDUSTRIA;19;9;10
11;2024;Actividades odontológicas;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Mantenimiento y reparación de vehículos de motor;Paiporta;Paiporta;SERVICIOS;4;4;0
11;2024;Servicios integrales a edificios e instalaciones;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;56;26;30
11;2024;Comercio al por mayor de chatarra y productos de desecho;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;11;11;0
11;2024;Servicios integrales a edificios e instalaciones;Manises;Manises;SERVICIOS;40;10;30
11;2024;Actividades odontológicas;Alfafar;Alfafar;SERVICIOS;5;1;4
11;2024;Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales;Benifaió;Benifaió;SERVICIOS;1;0;1
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Sedaví;"Alfafar; Beniparrell; Sedaví";SERVICIOS;5;3;2
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;4;0;4
11;2024;Instalaciones eléctricas;Valencia;Valencia;CONSTRUCIÓN;4;4;0
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Cuart de Poblet;Alfafar;SERVICIOS;1;0;1
11;2024;Comercio al por menor de frutas y hortalizas en establecimientos especializados;Albal;Albal;SERVICIOS;1;1;0
11;2024;Reparación y mantenimiento de otro material de transporte;Paiporta;Paiporta;INDUSTRIA;1;1;0
11;2024;Otras actividades recreativas y de entretenimiento;Alfara del Patriarca;Algemesí;SERVICIOS;3;0;3
11;2024;Fabricación de instrumentos de óptica y equipo fotográfico;Ribarroja del Turia;Polígono Industrial Este;INDUSTRIA;5;4;1
11;2024;Comercio al por mayor de prendas de vestir y calzado;Murcia;Aldaya;SERVICIOS;3;0;3
11;2024;Cultivo de hortalizas, raíces y tubérculos;Massanassa;Paiporta;AGRICULTURA;7;5;2
11;2024;Comercio al por mayor de otros artículos de uso doméstico;Beniparrell;Beniparrell;SERVICIOS;7;5;2
11;2024;Restaurantes y puestos de comidas;Valencia;Aldaya;SERVICIOS;9;4;5
11;2024;Comercio al por menor de frutas y hortalizas en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;2;1;1
11;2024;Agentes de la propiedad inmobiliaria;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social;Sedaví;Sedaví;SERVICIOS;2;2;0
11;2024;Actividades veterinarias;Cheste;Cheste;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Beniparrell;Beniparrell;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de productos farmacéuticos;Catarroja;Catarroja;SERVICIOS;5;2;3
11;2024;Limpieza general de edificios;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción;Catarroja;Catarroja;INDUSTRIA;3;1;2
11;2024;Construcción de edificios no residenciales;Torrent;Torrent;CONSTRUCIÓN;6;6;0
11;2024;Venta de automóviles y vehículos de motor ligeros;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;2;0;2
11;2024;Otras actividades sanitarias;Catarroja;Catarroja;SERVICIOS;2;0;2
11;2024;Otra educación n.c.o.p.;Coruña, A;"Albal; Benetússer";SERVICIOS;14;0;14
11;2024;Comercio al por mayor de flores y plantas;Alfafar;Alfafar;SERVICIOS;3;1;2
11;2024;Otras actividades de construcción especializada n.c.o.p.;Sedaví;Sedaví;CONSTRUCIÓN;4;3;1
11;2024;Peluquería y otros tratamientos de belleza;Alaquàs;Alaquàs;SERVICIOS;1;0;1
11;2024;Otros servicios de comidas;Castelldefels;Torrent;SERVICIOS;45;3;42
11;2024;Fabricación de otros productos textiles n.c.o.p.;Aldaya;Aldaya;INDUSTRIA;0;0;0
11;2024;Peluquería y otros tratamientos de belleza;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión;Ribarroja del Turia;Riba-Roja De Túria;INDUSTRIA;33;33;0
11;2024;Limpieza general de edificios;Benetússer;Benetússer;SERVICIOS;18;1;17
11;2024;Actividades de agentes y corredores de seguros;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Sedaví;Sedaví;SERVICIOS;4;2;2
11;2024;Restaurantes y puestos de comidas;Sedaví;Valencia;SERVICIOS;3;0;3
11;2024;Agentes de la propiedad inmobiliaria;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;2;0;2
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Otras actividades de impresión y artes gráficas;Algemesí;Algemesí;INDUSTRIA;3;3;0
11;2024;Educación secundaria técnica y profesional;Alcúdia, l';Alcúdia (L');SERVICIOS;21;13;8
11;2024;Otra educación n.c.o.p.;Aldaya;Aldaya;SERVICIOS;9;5;4
11;2024;Otra educación n.c.o.p.;Paiporta;Paiporta;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Sedaví;Sedaví;SERVICIOS;5;4;1
11;2024;Fabricación de otros productos metálicos n.c.o.p.;Ribarroja del Turia;Riba-Roja De Túria;INDUSTRIA;0;0;0
11;2024;Fabricación de chapas y tableros de madera;Silla;Silla;INDUSTRIA;1;1;0
11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Sedaví;Sedaví;SERVICIOS;11;2;9
11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Alfafar;Alfafar;SERVICIOS;2;0;2
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Canals;Catarroja;SERVICIOS;2;0;2
11;2024;Arrendamiento de la propiedad intelectual y productos similares, no protegidos por derechos de autor;Barcelona;Alfafar;SERVICIOS;2;0;2
11;2024;Otras actividades deportivas;Aldaya;Aldaya;SERVICIOS;2;1;1
11;2024;Comercio al por menor de productos farmacéuticos en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;4;1;3
11;2024;Limpieza general de edificios;Almussafes;Almussafes;SERVICIOS;3;1;2
11;2024;Limpieza general de edificios;Benetússer;Benetússer;SERVICIOS;4;0;4
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;0;0;0
11;2024;Transporte de mercancías por carretera;Ribarroja del Turia;Polígono Industrial Sur;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Aldaya;Aldaya;SERVICIOS;4;4;0
11;2024;Promoción inmobiliaria;Valencia;Valencia;CONSTRUCIÓN;1;0;1
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;2;1;1
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;3;0;3
11;2024;Edición de periódicos;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Organización de convenciones y ferias de muestras;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;2;1;1
11;2024;Transporte de mercancías por carretera;Cuart de Poblet;Quart De Poblet;SERVICIOS;15;15;0
11;2024;Agentes de la propiedad inmobiliaria;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Alcoy;"Alfafar; Valencia";SERVICIOS;6;0;6
11;2024;Intermediarios del comercio de productos diversos;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Otro comercio al por menor en establecimientos no especializados;Albuixech;"Aldaya; Alfafar";SERVICIOS;6;0;6
11;2024;Hoteles y alojamientos similares;Valencia;Valencia;SERVICIOS;9;7;2
11;2024;Hoteles y alojamientos similares;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Comercio al por menor de productos de tabaco en establecimientos especializados;Aldaya;Aldaya;SERVICIOS;4;2;2
11;2024;Artes escénicas;Picanya;Picanya;SERVICIOS;0;0;0
11;2024;Restaurantes y puestos de comidas;Valencia;"Castellar-Oliveral; Valencia";SERVICIOS;35;12;23
11;2024;Actividades de medicina general;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Agencias de publicidad;Algemesí;Algemesí;SERVICIOS;0;0;0
11;2024;Fabricación de artículos confeccionados con textiles, excepto prendas de vestir;Ribarroja del Turia;Riba-Roja De Túria;INDUSTRIA;3;0;3
11;2024;Transporte de mercancías por carretera;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;1;1;0
11;2024;Limpieza general de edificios;Aldaya;Aldaya;SERVICIOS;59;1;58
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;4;0;4
11;2024;Comercio al por menor de frutas y hortalizas en establecimientos especializados;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Limpieza general de edificios;Alaquàs;Alaquàs;SERVICIOS;59;0;0
11;2024;Agentes de la propiedad inmobiliaria;Paiporta;Paiporta;SERVICIOS;3;1;2
11;2024;Transporte de mercancías por carretera;Sedaví;Sedaví;SERVICIOS;2;2;0
11;2024;Comercio al por mayor de ferretería, fontanería y calefacción;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Acabado de textiles;Beniparrell;Beniparrell;INDUSTRIA;4;3;1
12;2024;Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;1;0;1
12;2024;Educación preprimaria;Albal;Albal;SERVICIOS;1;0;1
12;2024;Otras actividades de consultoría de gestión empresarial;Catarroja;Catarroja;SERVICIOS;1;0;1
12;2024;Construcción de edificios residenciales;Catarroja;Catarroja;CONSTRUCIÓN;1;1;0
12;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
12;2024;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y comida en establecim. especializados;Benetússer;Benetússer;SERVICIOS;1;0;1
12;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;1;0;1
12;2024;Revocamiento;Paiporta;Paiporta;CONSTRUCIÓN;2;1;1
12;2024;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;Valencia;Valencia;SERVICIOS;2;0;2
12;2024;Comercio al por menor de productos de tabaco en establecimientos especializados;Sedaví;Sedaví;SERVICIOS;4;1;3
12;2024;Servicios administrativos combinados;Picassent;Sedaví;SERVICIOS;1;0;1
12;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;3;1;2
12;2024;Fabricación de cerraduras y herrajes;Torrent;Torrent;INDUSTRIA;11;11;0
12;2024;Restaurantes y puestos de comidas;Valencia;Palmar (El);SERVICIOS;9;2;7
12;2024;Actividades de seguridad privada;Lorquí;Chirivella;SERVICIOS;1;0;1
12;2024;Comercio al por mayor de otra maquinaria y equipo;Torrent;Masía Del Juez;SERVICIOS;3;3;0
12;2024;Establecimientos de bebidas;Massanassa;Massanassa;SERVICIOS;1;0;1
12;2024;Producción de perfiles en frío por conformación con plegado;Aldaya;Aldaya;INDUSTRIA;2;2;0
12;2024;Mantenimiento y reparación de vehículos de motor;Albal;Albal;SERVICIOS;2;2;0
12;2024;Restaurantes y puestos de comidas;Sueca;Sueca;SERVICIOS;12;8;4
12;2024;Restaurantes y puestos de comidas;Zaragoza;Massamagrell;SERVICIOS;5;1;4
12;2024;Mantenimiento y reparación de vehículos de motor;Alfafar;Alfafar;SERVICIOS;0;0;0
12;2024;Mantenimiento y reparación de vehículos de motor;Catarroja;Catarroja;SERVICIOS;1;1;0
12;2024;Limpieza general de edificios;Catarroja;Catarroja;SERVICIOS;1;1;0
12;2024;Establecimientos de bebidas;Paiporta;Paiporta;SERVICIOS;2;2;0
12;2024;Actividades de juegos de azar y apuestas;Alcobendas;Sedaví;SERVICIOS;2;0;2
12;2024;Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería;Beniparrell;Beniparrell;INDUSTRIA;0;0;0
12;2024;Otras actividades recreativas y de entretenimiento;Aldaya;Aldaya;SERVICIOS;6;0;6
12;2024;Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones;Valencia;Valencia;SERVICIOS;1;0;1
